locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
437222,Natan's Catering,Truck,188101,03RD ST: 18TH ST to 19TH ST (2101 - 2199) -- EAST --,2101 03RD ST,4045004,4045,4,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Su:9AM-10AM,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(0, 0)"
812089,Spice Affairs,Truck,12167000,STEVENSON ST: ANNIE ST to 03RD ST (149 - 199),Assessors Block /Lot,,,,16MFF-0126,REQUESTED,Chicken Tikka Masala: Vegetarian Rice Plate: Burritos: Tacos: Mango Lassi,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0126&ExportPDF=1&Filename=16MFF-0126_schedule.pdf,,,,31/05/16,0,,"(0, 0)"
627558,"Off the Grid Services, LLC",Truck,4609000,DAVIS ST: DAVIS CT \ JACKSON ST to BROADWAY (500 - 699),Assessors Block /Lot,,,,15MFF-0039,REQUESTED,varies truck to truck,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0039&ExportPDF=1&Filename=15MFF-0039_schedule.pdf,Tu/Th/Fr:10AM-3PM,,,06/03/15,0,,"(0, 0)"
509484,Sun Rise Catering,Truck,5862000,FREMONT ST: NATOMA ST to HOWARD ST (170 - 199),199 FREMONT ST,3719008,3719,8,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:6AM-7AM,,09/10/14 0:00,08/01/14,1,03/15/2015 12:00:00 AM,"(0, 0)"
305727,Bombay Blvd.,Truck,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),561 MISSION ST,3721079,3721,79,11MFF-0040,REQUESTED,Indian Style: BBQ: Variety of Curries: Rice: Wraps: Breads (Naan: Rotis: Parathas): Desserts: Pizza.  Beverages: Condiments: Indian Soups: Salads & Appetizer Varieties.,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0040&ExportPDF=1&Filename=11MFF-0040_schedule.pdf,Mo-Su:10AM-3PM/5PM-8PM,,,07/03/11,0,,"(0, 0)"
437208,Natan's Catering,Truck,2468000,CESAR CHAVEZ ST: 03RD ST to TENNESSEE ST (1000 - 1099),Assessors Block 4315/Lot03008,431503008,4315,3008,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(0, 0)"
837171,Chilifruit,Push Cart,1346000,24TH ST: MISSION ST to OSAGE ALY (3300 - 3322),Assessors Block /Lot,,,,16MFF-0135,REQUESTED,Mangoneadas: Fruit snacks: Chamoyadas: Bionicos,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0135&ExportPDF=1&Filename=16MFF-0135_schedule.pdf,,,,05/08/16,0,,"(0, 0)"
839524,Halal Cart of San Francisco,Push Cart,8742101,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,555 MARKET ST,3708057,3708,57,16MFF-0136,REQUESTED,Gyro; Chicken over rice; Gyro over rice;,6012693.864,2115651.384,37.78988988,-122.3999304,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0136&ExportPDF=1&Filename=16MFF-0136_schedule.pdf,,,,12/08/16,0,,"(37.7898898782098, -122.399930411351)"
853923,Julie's Hot Dogs,Truck,9122001,MISSION ST: 20TH ST to CATHERINE CT (2400 - 2429),2401 MISSION ST,3610029,3610,29,16MFF-0140,REQUESTED,Hot dogs: Bacon wrapped hot dogs: soda: water: sports drinks: energy drinks: chips,6007042.75,2104311.739,37.75843724,-122.4186783,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0140&ExportPDF=1&Filename=16MFF-0140_schedule.pdf,Su/Fr/Sa:12AM-3AM;Th/Fr/Sa:10PM-12AM,,,29/09/16,0,03/15/2017 12:00:00 AM,"(37.7584372443741, -122.418678308229)"
839523,Halal Cart of San Francisco,Push Cart,8741201,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (400 - 498) -- NORTH --,1 FRONT ST,266009,266,9,16MFF-0136,REQUESTED,Gyro; Chicken over rice; Gyro over rice;,6013006.032,2116325.123,37.79175721,-122.3988976,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0136&ExportPDF=1&Filename=16MFF-0136_schedule.pdf,,,,12/08/16,0,,"(37.7917572059444, -122.398897636892)"
334914,"Halal Cart, LLC",Push Cart,8748101,MARKET ST: 05TH ST \ CYRIL MAGNIN ST to MASON ST \ TURK ST (901 - 941) -- SOUTH --,901 MARKET ST,3704001,3704,1,11MFF-0175,INACTIVE,Kebab: Halal Gyros: Grilled Halal Meat: Beverages,6010303.105,2113361.952,37.78347007,-122.4080407,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0175&ExportPDF=1&Filename=11MFF-0175_schedule.pdf,Sa-Su:12AM-3AM;Mo-Su:10AM-8PM;Fr/Sa:9PM-12AM,,,26/09/11,0,,"(37.7834700660829, -122.408040736138)"
916390,Bonito Poke,Truck,11543000,SANSOME ST: BUSH ST to PINE ST (100 - 199),301 PINE ST,268001,268,1,16MFF-0141,REQUESTED,Bonito poke menu808 - ogo seaweed: onion: macadamia nutsBonito - edamame: cucumbers: fried shallots: bonito aioliMexi-Cali - mango: jicama: cilantro: onion: spicy aioliCali Roll - cucumber: avacado: crab salad: nori furikake: wasabi aioliBeet pok̬ (vegetarian) - red beets: edamame: tofu: wasabi peas: salsa verde: soba noodles: ponzuPok̬ nachos - pok̬ de gallo: edamame: jalepenos: ahi Amarillo aioli: salsa verdeChoose protein: tuna or salmonAdd ons: avacado ($1): crab salad ($1): seaweed salad: tobiko: pickled ginger: nori furikake,6012318.456,2116367.149,37.79183426,-122.4012796,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0141&ExportPDF=1&Filename=16MFF-0141_schedule.pdf,Mo/Tu:7AM-2PM,,,28/11/16,0,,"(37.7918342630555, -122.401279616596)"
916847,Los 2 Cuates,Truck,4801101,DIVISADERO ST: OAK ST to FELL ST (401 - 499) -- WEST --,401 DIVISADERO ST,1215016,1215,16,16MFF-0137,REQUESTED,south American-Peruvian food: hot wok dishes: hot pastas: rice dishes.,6001606.909,2109860.071,37.77336405,-122.4378752,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0137&ExportPDF=1&Filename=16MFF-0137_schedule.pdf,Su/Fr/Sa:7AM-8PM,,,12/08/16,0,08/12/16 0:00,"(37.7733640531909, -122.437875225303)"
916855,Los 2 Cuates,Truck,141000,02ND ST: STILLMAN ST to BRYANT ST (454 - 499),490 02ND ST,3763007,3763,7,16MFF-0137,REQUESTED,south American-Peruvian food: hot wok dishes: hot pastas: rice dishes.,6014337.512,2113125.58,37.7830461,-122.3940666,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0137&ExportPDF=1&Filename=16MFF-0137_schedule.pdf,Tu/We/Th:7AM-8PM,,,12/08/16,0,08/12/16 0:00,"(37.78304609975, -122.39406659923)"
931094,Swell Cream & Coffee,Truck,12410000,TARAVAL ST: 34TH AVE to 35TH AVE (2400 - 2499),2450 TARAVAL ST,2363022,2363,22,17MFF-0002,REQUESTED,Ice cream: coffee: pastries,5985532.259,2098975.331,37.74255037,-122.4926771,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0002&ExportPDF=1&Filename=17MFF-0002_schedule.pdf,,,,30/01/17,0,01/30/2018 12:00:00 AM,"(37.7425503735592, -122.492677082215)"
840504,Taqueria Lolita,Truck,5336000,EVANS AVE: QUINT ST to RANKIN ST (1700 - 1799),750 PHELPS ST,5280001,5280,1,16MFF-0128,ISSUED,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,6014320.244,2097246.796,37.73944545,-122.393015,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0128&ExportPDF=1&Filename=16MFF-0128_schedule.pdf,Mo-We:7AM-3PM,,01/03/17 0:00,22/06/16,0,03/15/2017 12:00:00 AM,"(37.7394454528691, -122.393014986698)"
848080,Taqueria Lolita,Truck,10927000,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),1700 EVANS AVE,5227001,5227,1,16MFF-0128,ISSUED,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,6014950.929,2099216.653,37.74488929,-122.390972,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0128&ExportPDF=1&Filename=16MFF-0128_schedule.pdf,Th/Fr/Sa:7AM-3PM,,01/03/17 0:00,22/06/16,0,03/15/2017 12:00:00 AM,"(37.744889286143, -122.390971976935)"
338539,Bacon Bacon,Truck,4608000,DAVIS ST: CLAY ST to WASHINGTON ST (300 - 399),250 CLAY ST,204023,204,23,11MFF-0177,EXPIRED,Bacon burger: bacon grilled cheese: bacon sandwiches: bacon tacos: bacon fries: bacon strips: bacon caramel corn,6013152.997,2117758.426,37.79570091,-122.3984898,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0177&ExportPDF=1&Filename=11MFF-0177_schedule.pdf,Tu/We/Fr:6AM-4PM,,,05/10/11,0,,"(37.7957009053169, -122.398489753587)"
338548,Bacon Bacon,Truck,5872000,FRONT ST: JACKSON ST to PACIFIC AVE (600 - 699),600 FRONT ST,172010,172,10,11MFF-0177,EXPIRED,Bacon burger: bacon grilled cheese: bacon sandwiches: bacon tacos: bacon fries: bacon strips: bacon caramel corn,6013015.315,2118400.114,37.79745516,-122.3990112,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0177&ExportPDF=1&Filename=11MFF-0177_schedule.pdf,Mo/We/Th:10AM-7PM,,,05/10/11,0,,"(37.7974551567824, -122.399011222821)"
484711,Benny's,Truck,5629000,FLORIDA ST: 24TH ST to 25TH ST (1200 - 1299),1217 FLORIDA ST,4268035,4268,35,13MFF-0118,EXPIRED,Hot/cold sandwiches: anticuchos pervanos: natural juices: sodas: coffee: pastry:,6009543.982,2102108.255,37.75252748,-122.4098724,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0118&ExportPDF=1&Filename=13MFF-0118_schedule.pdf,,,,04/10/13,0,,"(37.7525274778762, -122.409872355397)"
453013,Tacos Santana,Truck,7498000,JERROLD AVE: PHELPS ST to QUINT ST (1700 - 1799),1700 JERROLD AVE,5262009,5262,9,13MFF-0112,EXPIRED,Tacos: Burritos : Tortas: Quesadillas & Beverages,6014746.675,2098348.869,37.7424952,-122.3916176,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:11AM-5PM,07/25/2013 12:00:00 AM,,05/06/13,1,03/15/2014 12:00:00 AM,"(37.7424951959228, -122.391617595098)"
453014,Tacos Santana,Truck,7501000,JERROLD AVE: TOLAND ST to UPTON ST (2100 - 2230),2142 JERROLD AVE,5230011,5230,11,13MFF-0112,EXPIRED,Tacos: Burritos : Tortas: Quesadillas & Beverages,6012644.555,2099128.352,37.74451858,-122.3989408,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:5PM-10PM,07/25/2013 12:00:00 AM,,05/06/13,1,03/15/2014 12:00:00 AM,"(37.7445185826649, -122.398940846628)"
453012,Tacos Santana,Truck,3742000,CARROLL AVE: QUINT ST to BAY SHORE BLVD \ THORNTON AVE (2100 - 2199),2101 CARROLL AVE,5436012,5436,12,13MFF-0112,EXPIRED,Tacos: Burritos : Tortas: Quesadillas & Beverages,6011371.493,2093947.369,37.73022168,-122.4029785,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:10AM-9PM,07/25/2013 12:00:00 AM,,05/06/13,1,03/15/2014 12:00:00 AM,"(37.7302216813049, -122.402978526686)"
526308,"Wexler, LLC",Truck,4313000,COMMERCIAL ST: LEIDESDORFF ST to MONTGOMERY ST (543 - 599),565 COMMERCIAL ST,228010,228,10,14MFF-0052,EXPIRED,Traditional BBQ: Chicken: Ribs: Sandwiches: Sausages,6012004.849,2117204.765,37.79411666,-122.4024236,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0052&ExportPDF=1&Filename=14MFF-0052_schedule.pdf,Mo-Fr:9AM-4PM,,,13/03/14,0,03/15/2015 12:00:00 AM,"(37.7941166557094, -122.40242362612)"
559775,Mang Hang Catering,Truck,8848000,MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),500 MASONIC AVE,1175018,1175,18,14MFF-0109,EXPIRED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,5999194.358,2111070.48,37.77655004,-122.4463076,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,Mo-Fr:6AM-7AM/11AM-12PM,,,10/07/14,1,03/15/2017 12:00:00 AM,"(37.7765500428191, -122.446307635558)"
487908,"Mr. Nice, LLC",Truck,635000,15TH ST: RHODE ISLAND ST to HENRY ADAMS ST \ KANSAS ST (200 - 299),235 15TH ST,3936001,3936,1,13MFF-0123,EXPIRED,100% Grass fed beef hot dogs: wellshire bacon wrapped hot dogs: beef & heirloom pork spicy link: smoked pork bratwurst: organic chicken apple sausage: Irish breakfast rolls: sandwiches: various sides (fries: potato salad: coleslaw: salad) & ice cream.,6011601.833,2107328.694,37.76697676,-122.4031231,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0123&ExportPDF=1&Filename=13MFF-0123_schedule.pdf,Mo-Fr:7AM-4PM,,,18/10/13,0,,"(37.7669767564703, -122.403123093929)"
559781,Mang Hang Catering,Truck,2488201,CESAR CHAVEZ ST: SOUTH VAN NESS AVE to CAPP ST \ MISSION ST (3300 - 3398) -- NORTH --,3300 CESAR CHAVEZ ST,6571011,6571,11,14MFF-0109,EXPIRED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6007693.813,2100697.425,37.74854979,-122.4161707,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,Mo-Fr:8AM-9AM/11AM-12PM,,,10/07/14,1,03/15/2017 12:00:00 AM,"(37.7485497942591, -122.416170662008)"
598046,Missing Link SF,Truck,103000,01ST ST: END to MISSION ST (72 - 99),97 01ST ST,3709008,3709,8,14MFF-0133,EXPIRED,smoked sausages: deer: wild boar: pheasant: buffalo: beef: turkey: coleslaw: vegetarian baked beans,6013385.483,2115736.96,37.79016338,-122.3975435,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0133&ExportPDF=1&Filename=14MFF-0133_schedule.pdf,Tu/Th/Fr:11AM-9PM,,,10/11/14,0,,"(37.7901633841957, -122.39754345993)"
559786,Mang Hang Catering,Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),501 HOWARD ST,3736001,3736,1,14MFF-0109,EXPIRED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,Mo-Fr:6AM-7AM,,,10/07/14,1,03/15/2017 12:00:00 AM,"(0, 0)"
498118,Mario's Colombian and Mexican Food,Truck,12033000,SOUTH VAN NESS AVE: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 SOUTH VAN NESS AVE,6571027,6571,27,13MFF-0130,EXPIRED,Mexican: Tacos: quesadillas: burritos: tortas. Colombian: Chorizo con arepa: potatoes & sausage: empanadas: arepa rellana: potatoes & guacamole.,6007869.111,2100671.835,37.74848938,-122.4155627,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0130&ExportPDF=1&Filename=13MFF-0130_schedule.pdf,Mo-We:10AM-8PM,,,20/11/13,0,,"(37.7484893849775, -122.415562670854)"
559785,Mang Hang Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1570 BURKE AVE,5203066,5203,66,14MFF-0109,EXPIRED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6016479.944,2099135.868,37.74475219,-122.3856792,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,Mo-Fr:2PM-3PM,,,10/07/14,1,03/15/2017 12:00:00 AM,"(37.7447521916164, -122.385679248721)"
559787,Mang Hang Catering,Truck,8848000,MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),599 MASONIC AVE,1108 012,1108,12,14MFF-0109,EXPIRED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,5998797.752,2112598.579,37.78072315,-122.4477896,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,Mo-Fr:9AM-10AM,,,10/07/14,1,03/15/2017 12:00:00 AM,"(37.7807231475444, -122.447789640478)"
559771,Mang Hang Catering,Truck,10477000,PINE ST: POLK ST to VAN NESS AVE (1500 - 1599),1540 PINE ST,646005,646,5,14MFF-0109,EXPIRED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6006569.835,2115753.493,37.78982692,-122.4211263,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,Mo-Fr:10AM-11AM,,,10/07/14,1,03/15/2017 12:00:00 AM,"(37.7898269187633, -122.421126289056)"
559780,Mang Hang Catering,Truck,12583000,THOMAS MORE WAY: BROTHERHOOD WAY \ CHUMASERO DR to END (1 - 99),1 THOMAS MORE WAY,7380027,7380,27,14MFF-0109,EXPIRED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,5991430.027,2086996.775,37.71000333,-122.4714119,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,Mo-Fr:7AM-8AM/10AM-11AM/12PM-1PM,,,10/07/14,1,03/15/2017 12:00:00 AM,"(37.7100033342894, -122.471411913129)"
559782,Mang Hang Catering,Truck,9101000,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1118 MISSION ST,3702032,3702,32,14MFF-0109,EXPIRED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6009238.199,2111812.954,37.77915721,-122.4116154,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,Mo-Fr:12PM-1PM,,,10/07/14,1,03/15/2017 12:00:00 AM,"(37.7791572053411, -122.411615430519)"
559774,Mang Hang Catering,Truck,144000,02ND ST: FEDERAL ST to SOUTH PARK (519 - 548),544 02ND ST,3775005,3775,5,14MFF-0109,EXPIRED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6014572.797,2112894.093,37.78242356,-122.3932364,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,Mo-Fr:7AM-8AM/10AM-11AM/11AM-12PM,,,10/07/14,1,03/15/2017 12:00:00 AM,"(37.7824235632947, -122.393236399398)"
559777,Mang Hang Catering,Truck,131000,02ND ST: JESSIE ST to MISSION ST (69 - 99),85 02ND ST,3708019,3708,19,14MFF-0109,EXPIRED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6012696.635,2115129.488,37.78845703,-122.3998842,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,Mo-Fr:7AM-8AM/10AM-11AM/12PM-1PM,,,10/07/14,1,03/15/2017 12:00:00 AM,"(37.7884570288289, -122.399884160566)"
